text,link,source,,,
" Claiming to be the headman of a gang, he called the police emergency hotline 24 times over five days, hurling vulgarities and abuse at the officers. Ng Chong Guan, 30, dared them to catch him and threatened to shoot them with a gun. Later, he also intimidated a cabby over the phone, threatened a coffee shop worker with a penknife and assaulted a stranger after his girlfriend claimed the woman's baby stroller hit her. Last Wednesday, Ng was jailed for 15 months and given an enhanced two-day jail term as he committed some offences while out of prison on a remission order. [[nid:406570]] He pleaded guilty to 10 charges, including abusing public servants, voluntarily causing hurt, criminal intimidation, theft and mischief. Another 22 charges were also taken into consideration. His lawyer, Mr Henry Lim Ghim Siew, said Ng has antisocial personality disorder and a low IQ, and will be seeking treatment at the Institute of Mental Health. Previously jailed for threatening to bomb a clinic in 2015 and the home of a woman who refused to be his girlfriend in 2016, Ng has a litany of past offences. He was near the end of a remission order when he made the first call on Sept 23 last year. At about 9.50am, Ng dialled 999, uttered a vulgarity and told the operator he was a ""gangster headman"", a ""loan shark syndicate"" and asked him to ""come Geylang see me"". The operator dispatched police resources to Geylang but could not locate Ng. [[nid:388054]] He was nabbed on Sept 27 after he again made a foul-mouthed call to the police, who were able to trace and arrest him that day. Ng admitted that he made the call, claiming he was stressed. In his submissions, Deputy Public Prosecutor Eric Hu said Ng was clearly recalcitrant. He wrote: ""Deterrence must also feature as the dominant sentencing principle to guard against abuse of an emergency hotline."" Ng had also attacked a 37-year-old woman on Nov 28 last year in Sembawang. The woman was pushing her baby in a stroller, going past him and his girlfriend, who were standing in the middle of the pathway at the void deck of Block 504B in Montreal Drive. When his girlfriend claimed the stroller hit her leg, Ng got angry and chased after the woman, pushing, slapping and kicking her multiple times. He also pulled the victim's hair and slammed her head against the wall. For threatening, abusing or insulting a public servant, he could have been fined up to $5,000 and/or jailed for up to a year. For voluntarily causing hurt, he could have been jailed for two years and/or fined $5,000. ",https://www.asiaone.com/singapore/man-jailed-vulgar-calls-999,Asia One,,,
"Chen Guangze lost control of his car at Sentosa Gateway last year.  A lapse in his attention caused nine people to be injured, but his lawyer asked that he be spared a jail term as it would be ""highly crushing"" if he had a criminal record. The lawyer added that Chen Guangze, 39, the assistant vice-president of engineering at Shangri-la, had been stressed by preparations for the Trump-Kim Summit when he lost control of his car at Sentosa Gateway last year. Yesterday, Chen, a Singaporean, pleaded guilty to one count of causing grievous hurt by negligent act. The court heard that on June 15 last year at about 3.40pm, Chen was driving along Sentosa Gateway with three colleagues in his car when he suddenly lost control, colliding with a minibus and another car in oncoming traffic. [[nid:434998]] Footage of the accident played in court yesterday showed Chen's car drifting across the lanes at a bend, straddling the double white lines before mounting the centre divider. But the car did not stop there, and continued moving into oncoming traffic, where it crashed into a minibus and another car. His three passengers and the five people in the minibus were injured in the crash. The two people in the other car were not taken to hospital. The court was told that visibility was clear and the road was dry at the time. Chen's car was damaged beyond repair, but he was still able to extricate himself without assistance. Paramedics who arrived at the scene assessed him to be alert, and he told them he had not fainted before the collision. Chen, along with eight of the victims, were taken to hospital. The medical report from the National University Hospital said Chen suffered a fracture on his left jaw and was discharged two days after the accident. [[nid:458326]] Three of the victims had to undergo surgery, including one of his colleagues who suffered fractures on five ribs. Deputy Public Prosecutor Daphne Lim asked the court to impose a jail term of at least six weeks and for Chen to be disqualified from driving for three years. But Chen's lawyer Wilson Foo said a prison sentence would be ""highly crushing"" as it would come with a criminal record. Mr Foo claimed his client was a family-oriented man who loved giving back to the community, and that he was facing great stress from being heavily involved in preparations for the Trump-Kim Summit that took place on June 12 last year. He added that Chen had been feeling especially frustrated at the time, having just gone for lunch at what he thought was a food tasting invitation but turned out to be ""actually just visiting friends for Hari Raya celebrations"". ""My client lost control suddenly, and inexplicably, in a momentary lapse of attention,"" said Mr Foo. ""He expresses remorse for the pain and suffering of the victims."" [[nid:439136]] Mr Foo also asked the court to consider a community-based sentence which would not come with a criminal record. But DPP Lim said that such a sentence was not supported by any precedent. District Judge Siva Shanmugam adjourned sentencing to Sept 3. For causing grievous hurt by negligent act, Chen could be jailed up to two years, or fined up to $5,000, or both. He is currently out on bail for $5,000. ",https://www.asiaone.com/singapore/shangri-la-vp-guilty-car-crash-sentosa-gateway,Asia One,,,
" A man was leaving Tampines East MRT station and shaving his chin with a disposable razor. When he later walked past a 19-year-old woman at about midnight on Nov 26 last year, he tried to shave her chin, causing a cut of about 1cm. The woman sought medical treatment at Changi General Hospital two days later. Clement Sng Tze Min, 39, was yesterday convicted of five charges of mischief and two charges of voluntarily causing hurt. The court heard that on several occasions in 2017, Sng removed five PIN (personal identification number) guards from HSBC automated teller machines (ATMs) at Suntec City and Tampines 1, disposing of them later in the vicinity. The PIN guards from the ATMs at Suntec City were valued at $85 each. They were not recovered. Sng offered to make restitution to HSBC but the bank declined. On March 5 last year at about 12.45pm, Sng used a porcelain mug to hit his older brother in the head in their home in Tampines, causing it to shatter and cut his brother's hand. They had been arguing over the cleanliness of the flat after Sng claimed the floor was dirty. His brother suffered a small shallow cut on his left third finger and bruises and swelling over his right hand. Yesterday, District Judge Hamidah Ibrahim called for a suitability report for a mandatory treatment order for Sng. He is believed to be suffering from a mental illness and is expected to be back in court for sentencing on Aug 19. For each count of mischief, he can be jailed for up to a year, or fined, or both. For each charge of voluntarily causing hurt, he can be jailed for up to two years, or fined up to $5,000, or both. ",https://www.asiaone.com/singapore/man-tried-shave-woman-tampines-east-mrt-station,Asia One,,,
"Victor Chin, who works as a driver, was sentenced to two weeks' jail after pleading guilty to two counts of causing hurt by behaving in a rash manner.  SINGAPORE - Ignoring a sign telling e-scooter riders to ""dismount and push"", a man rode his device onto a pedestrian bridge and it hit an elderly man who fell. Instead of waiting for the police to arrive, Victor Chin, 37, decided to flee on his e-scooter. Another pedestrian, Ms Soh Zhi Wen, 29, tried to stop him by holding onto its handle, which hit her right wrist when Chin continued riding. She then fell and hit her face against some railings. Chin, who works as a driver, was sentenced on Thursday (July 18) to two weeks' jail after pleading guilty to two counts of causing hurt by behaving in a rash manner. On June 9 last year around 7.30am, Chin on his e-scooter reached a bridge connecting Clementi Avenue 4 to Sunset Way and which spans a canal. Deputy Public Prosecutor Sarah Ong said there were many pedestrians on it at the time. While riding on the bridge, Chin tried to squeeze through a gap between two pedestrians, the court heard. The right handle of his e-scooter hit Mr Cheong Yik Choong's right elbow and the 72-year-old man fell. Some passers-by immediately detained Chin and one of them alerted the police. [[nid:441048]] Ms Soh, who was keeping an eye on Chin, momentarily turned away to check if the police had arrived. The DPP said: ""At the same time, the accused decided to flee from the scene and started his e-scooter... Soh then tried to stop the accused by holding onto the handle of his e- scooter."" Chin ignored Ms Soh and had ridden away by the time police arrived at the scene around 7.45am. Mr Cheong's daughter later created a Facebook post about the incident to find more information about Chin from netizens. DPP Ong said that, based on Chin's distinctive attire - he was then wearing a helmet and a ski mask - he was identified, and his particulars given to Mr Cheong's daughter. She then passed them on to the police. Chin surrendered himself to the police around 10.30pm that day. The court heard Mr Cheong was treated at the National University Hospital and was found with superficial wounds on his right elbow. Ms Soh did not seek any medical help. Chin is now out on bail of $10,000 and was ordered to surrender himself at the State Courts on July 26 to begin his jail term. For each count of causing hurt by behaving in a rash manner, Chin could have been jailed for up to a year and fined up to $5,000. ",https://www.asiaone.com/singapore/man-jailed-2-weeks-hitting-elderly-man-and-injuring-woman-e-scooter-pedestrian-bridge,Asia One,,,
" SINGAPORE - A woman abused her 23-month-old son so severely that he ended up with cerebral palsy and the developmental age of a six-month-old child. He also had to be fed through a tube inserted into the stomach. The court heard that in March last year, the woman slapped the boy, then 23 months old, so hard that he fell and hit his head on a metal table leg. This caused him to suffer severe head injuries. On another occasion, she fractured his arm by yanking it forcefully when he refused to take a bath. She also punched him more than five times in the chest when he did not listen to her instructions. The 27-year-old woman was sentenced on Monday (July 8) to 6½ years' jail after pleading guilty in May to two counts of causing grievous hurt to the boy and one count of ill-treating him. She cannot be named to protect the toddler's identity. He is the second of her three sons aged between one month old and four years at the time of the incident last March. Deputy Public Prosecutor Grace Chua said the woman often lost her temper with the victim. The children's father did not live with them. On March 25 last year, the mother was bathing her other two children at home when she found the toddler digging into his nappy and playing with the faeces. She became angry and slapped him hard on the right cheek, the DPP said. When the boy did not stop, the woman slapped him hard on the other cheek. ""The force of the accused's slap was so great that the victim's body turned midway and the victim fell sideways, with his head hitting hard against one of the legs of a nearby metal table,"" said DPP Chua. The boy cried and his body started to shake violently as his mother tried to calm him down. She massaged him with some oil, but he became barely responsive and was semi-conscious. Instead of an ambulance, the woman called a friend for help as she was afraid that her sons would be taken away from her. But at her friend's urging, she called an ambulance about 15 minutes later. Several months later, the boy was found to have cerebral palsy. As the injuries left him unable to be fed orally, he had to undergo gastrostomy, a surgical procedure to create an artificial external opening into the stomach for nutritional support. For each charge of causing grievous hurt, an offender can be jailed for up to 10 years and fined or caned. Women are not caned. ",https://www.asiaone.com/singapore/mother-gets-6½-years-jail-abusing-young-son-and-fracturing-his-skull,Asia One,,,
"Tang Lei and her sister Tang Bei outside the court on Aug 28, 2018. SINGAPORE - A pair of twin sisters who were fined for assaulting staff of Simei Green condominium lost their appeals against their conviction on Wednesday (July 3), after making emotionally-charged arguments for close to four hours. Chinese nationals Tang Bei and Tang Lei, 51, claimed that they had been provoked into committing the offences. They also claimed that they were the real victims and were being treated unfairly because of their nationality. But High Court judge Aedit Abdullah stressed that the courts in Singapore determine matters equally for all offenders, regardless of their nationality, ethnicity or religion. What the courts seek to do is consider the law and the evidence, and in the current case, there was no grave and sudden provocation that would clear the sisters of the charges, he said. As for the sisters' grievances that others involved in the incident were not prosecuted, the judge said the court can only deal with the charges before it. Last year, Tang Bei was fined $2,100 and Tang Lei $2,500 by a district judge after a 20-day trial. The incident, which took place at 11.40am on April 28, 2015, was caught on video, and widely shared. Tang Bei was convicted of causing hurting to and spitting on condominium manager Colvin Quek Choon Kiat, as well as causing hurt to security officer Charles Kenneth Bligh. Her sister was convicted of four charges: causing hurt to Mr Quek as well as spitting at and splashing a drink on him, and causing hurt to Mr Bligh. In February 2015, Mr Quek spoke to Tang Bei as she was accused of tailgating others out of the side gate of the property, but she told him that it was none of his business. Not long after, on Feb 25, 2015, she went to the management office to fill an application for a condominium access card. Mr Quek requested certain documents that were needed, but she turned aggressive and left without providing them. She returned with Tang Lei weeks later on April 28 but refused to be served by Mr Quek. Mr Quek then decided he should record a video of the meeting with his mobile phone, which he placed on a cabinet. The confrontation soon turned ugly, with Tang Bei berating him, and the two sisters raining blows on him. They also spat in his face and Tang Lei splashed the contents of her canned drink on him. The women also assaulted Mr Bligh when he stepped into the office. Mr Quek was treated for bruises and abrasions on his forehead. On Wednesday, Tang Lei argued that the video could not prove that there was contact as it was taken from one angle and there could be optical illusions. Tang Bei claimed that Mr Quek was the real ""provoker"" who had made verbal taunts at her before the video recording started. She alleged that he had molested her at their earlier meeting and she was merely exercising her ""basic right to react"". She added that Mr Quek was using the ""incomplete"" video to portray her as an unreasonable woman so that no one would believe her if she made a police report against him for molestation. ",https://www.asiaone.com/singapore/twin-sisters-fined-assaulting-condo-staff-lose-appeal,Asia One,,,
"The alleged incident took place in the boys’ changing room at Rosaryhill School in Happy Valley on April 11.  A secondary school pupil accused of slashing a fellow student's face with a pen has been charged with wounding. Aramiz Julyan Zita Delfino, 17, made his first court appearance on Thursday to face one count of wounding, an offence punishable by three years' imprisonment. The student, who is a Philippine national living in Sai Ying Pun, was accused of unlawfully and maliciously wounding Choi Chak-sum, 16, inside the boys' changing room at Rosaryhill School in Happy Valley on April 11. Eastern Court heard that the alleged victim suffered a wound that required stitches, for which he was hospitalised for one day. [[nid:442171]] Prosecutors were given six weeks to obtain the alleged victim's medical report. The case was adjourned by Principal Magistrate Peter Law Tak-chuen to August 1, as per the prosecutors' request. In the meantime, Delfino was granted bail of HK$10,000 (S$1,700) with the condition that he stay away from prosecution witnesses. ",https://www.asiaone.com/asia/hong-kong-student-accused-school-slashing-charged-wounding,Asia One,,,
" SINGAPORE - A bus driver has been arrested after a female cyclist was injured after an accident with the bus in Jurong on Tuesday (June 4). The police said that they were alerted at 12.13pm to an accident involving a bus and a bicycle along Yuan Ching Road towards Jurong West Street 51. The 45-year-old cyclist was unconscious when taken to the National University Hospital. The 53-year-old bus driver was subsequently arrested for causing grievous hurt by negligent act, said the police. Police are investigating the incident. Pictures of the aftermath of the accident show the woman's belongings strewn on the floor, including a pair of pink slippers, a black hat and a black umbrella. A pool of blood can also be seen on the road. Tower Transit group communications director Glenn Lim said that the bus captain who had been driving the bus has been suspended from his duties while police investigations are ongoing. He added that the company is grieved by the accident and its customer experience team is working closely with the woman's emergency contact to render its assistance. ",https://www.asiaone.com/singapore/bus-driver-arrested-after-accident-female-cyclist-jurong,Asia One,,,
" He attacked his father with a steak knife over money, leaving the older man with multiple stab and slash wounds. Yesterday, Dylan Loy Zhong Huan, 19, was sentenced to reformative training for at least six months. In November 2016, the then Republic Polytechnic student asked his father for $3,000, claiming to need it for Uber rides as part of his work to survey Uber drivers on behalf of Grab. But his father, Mr Loy Shiang Chian, 49, gave him only $1,000. Loy spent the money and repeatedly asked for the remainder, which Mr Loy refused to give. At that time, the teenager was living with his grandparents and continues to do so. The reason for this was not revealed in court documents. At about 8.30am on Nov 29, 2016, Loy took a steak knife with an 8cm blade to his father's home to confront him. When his father told him he would not be giving him any more money, Loy attacked the older man, stabbing the back of his head continuously. Even when his father fell and screamed for help, the teenager continued to stab and slash him, and also punched and kicked him. The neighbours called the police when they saw the older man struggling on the ground with his son. Paramedics found the father on the floor near a pool of blood and also saw his son looking distressed and walking around the corridor. Mr Loy was taken to Tan Tock Seng Hospital and discharged two days later with 20 days' hospitalisation leave. His medical report said his injuries would leave scars and those on his right forehead may cause some disfigurement. Loy pleaded guilty to causing grievous hurt to his father with the weapon on Feb 27. District Judge May Mesenas had called for reports to assess the teenager's suitability for probation and reformative training. CHANGED PERSON Yesterday, his lawyer, Mr Deya Shankar Dubey, said Loy is a changed person since three years ago, having worked at controlling his emotions and actions. The lawyer said: ""He has changed for the better... he has grown, he has learnt the lesson."" But Judge Mesenas noted in the almost three years since the attack, he had not apologised to his family. She said: ""At the end of the day, I just hope that for you and your immediate family, there will be some kind of closure. I'm hopeful that over time, you will do your part."" For causing grievous hurt with a weapon, offenders can be jailed up to 15 years and fined or caned. ",https://www.asiaone.com/singapore/19-year-old-given-reformative-training-stabbing-father,Asia One,,,
" The two men were having dinner and drinks with fellow housemates when the pair got into a tiff. Having consumed beer and liquor, Chinese national Zhao Dong, 41, declined to drink any more when one of his housemates took out a bottle of white wine. But Li Yubao, 31, insisted Mr Zhao drink and the men got into a scuffle. Li, who is also a Chinese national, grabbed a knife from the kitchen and slashed Mr Zhao's left arm, which the latter had used to shield his face. [[nid:442171]] DEEP WOUND The resulting wound was so deep, it exposed tendons underneath and one of Mr Zhao's muscles was 50 per cent cut according to the medical report. Li was yesterday jailed 10 months over the slashing incident, which happened at about 10pm on Jan 29. According to court documents, Li, then a machine operator, and Mr Zhao, then a driver, lived with several others in a flat in western Singapore. They had been housemates for about a month. After the slashing, the pair stopped fighting and Mr Zhao went to Ng Teng Fong General Hospital with another housemate while Li stayed behind to clean up. Mr Zhao had to undergo surgery and was given 12 days' hospitalisation leave. [[nid:446963]] He initially did not make a police report as he did not want to jeopardise Li's career here. But when he asked Li to pay for his medical fees the next day and Li was not able to fork out the money, Mr Zhao called the police and Li was arrested. As the incident was reported only the day after, the knife was not recovered, but Li described it as being about 15cm long. For voluntarily causing hurt by a dangerous weapon, Li could have been jailed up to seven years, fined, caned, or given any combination of these punishments. ",https://www.asiaone.com/singapore/man-jailed-10-months-slashing-housemate-over-refusal-drink,Asia One,,,
"Lim Hong Liang (left) was sentenced to six years' jail, while Ong Hock Chye (right) was sentenced to 5½ years' jail and six strokes of the cane for the attack on Ms Audrey Chen Ying Fang's lover.  SINGAPORE - Unhappy that his mistress of almost two years had taken another lover, a married businessman ordered his rival to be attacked, leaving the victim with a scar that is likely to be permanent. For ordering the attack, Lim Hong Liang, 55, was sentenced on Tuesday (May 21) to six years' jail. Following a 10-day trial, District Judge Chay Yuen Fatt convicted him on April 2 of taking part in a seven-person conspiracy to cause grievous hurt to banquet waiter Joshua Koh Kian Yong, 35. The judge also found a middleman linked to the attack - mover Ong Hock Chye, 48 - guilty of a similar offence. He was sentenced to 5½ years' jail and six strokes of the cane. Lim, a married man with three children, was smitten with Ms Audrey Chen Ying Fang, 27, after they met in 2014. She won the Miss Mermaid beauty pageant two years later. He gave her a job at SNL Logistics, the Singapore-based firm he owns, as an administrative executive, for which she was paid about $2,000 a month. However, the court heard that she did not have to turn up for work. Lim lavished gifts on her. A white Mercedes-Benz he gave her carried the plate 1991, her birth year. She also used his credit cards to pay for her expenses. He also allowed her to live rent-free in a unit he owned at The Parc condominium in West Coast Walk, renovating it to her preferred Hello Kitty theme. Banquet waiter Joshua Koh Kian Yong (above) was attacked under the orders of Lim Hong Liang.Photo: The Straits Times In their submissions, Deputy Public Prosecutors Tan Wen Hsien and Stephanie Koh said: ""In return, Lim expected her to be faithful to him, and not to 'fool around outside'"". But in March 2016, Ms Chen started dating Mr Koh and announced their relationship on social media, which Lim later found out about. On April 8, Lim's older son, whose name was not stated in court documents, as well as his nephew, Ron Lim De Mai, 26, turned up at the condominium. Ron Lim rained blows on Mr Koh, fracturing his nose. According to court documents, Lim wanted his nephew to ""teach Joshua a lesson"" and it was Ron Lim who later roped in Ong to recruit others to carry out the task. Lim paid $5,000 to the hitmen to scar Mr Koh. On April 30, 2016, Ms Chen and Mr Koh were having supper at Huay Kwang Thai Kitchen in Townshend Road near Little India when he was ambushed by a group of men. [[nid:442423]] He was punched in the head and, as he tried to run, was slashed with a penknife on his arm and face. Ms Chen told the court that she saw a gaping wound on Mr Koh's mouth. The scar it has left behind is likely to be permanent. The slasher - Nur Muhammad Irwan Mohd Ngat, 30 - and the others involved in the attack have been dealt with in court. They included former technician Mohammad Amin Aman, 47; Juhari Ab Karim, 34; and Ron Lim. They were each sentenced to between 15 months and 14½ years' jail. Of these four men, only Juhari, who had punched Mr Koh but did not slash him, was spared the cane. Irwan's fiancee at the time, Nur Atika Fauziana Sherhan, 22, was also linked to the attack, and was sentenced to reformative training. On Tuesday, the court heard that Lim and Ong intend to appeal against the ruling. Lim was offered bail of $10,000 while Ong's bail was set at $30,000. Offenders convicted of causing grievous hurt with a weapon can be jailed for life or jailed for up to 15 years with a fine or caning. Lim cannot be caned, as he is over 50 years old. ",https://www.asiaone.com/singapore/businessman-gets-6-years-jail-paying-hitmen-attack-lover-beauty-queen-mistress,Asia One,,,
" A girl and her friends walloped her boyfriend when they found out that he had taken photos of her sleeping in a sports bra and panties. The group also discovered that he took photos of another girl's buttocks when she was sleeping in short pants. Yesterday, the court called for a probation report for the girl, who is now 16. Those involved in the case cannot be named due to their ages. The court heard that on Aug 4 last year, the girl, who was 15 then, went for lunch with her boyfriend, then 17, at a coffee shop at Block 263 Compassvale Street. At about 5pm, the couple met the girl's friends at a nearby void deck. The group of friends was made up of three other girls then aged 15 to 16, four boys aged 17 to 19, and a 25-year-old man. At about 6pm, they checked the boyfriend's phone and discovered several photos of another girl when she was sleeping in short pants. She was the girlfriend of one of the boys in the group. They also found several photos of the accused taken when she was sleeping in her sports bra and underwear. Enraged, she kicked him in the groin and slapped him four times. [[nid:445266]] The boyfriend of the other girl punched him in the stomach, arm, chest and face. Another boy from the group also kicked him twice in the face, causing his nose to bleed. The victim was lying on the ground at this point when the man from the group told them to stop. They left the boy alone and some went to have dinner nearby. At about 7pm, the accused told the victim he must allow himself to be beaten up in order for the matter to be settled. They all then went to a nearby multi-storey carpark. One-on-one fights lasting a minute each between the boy and four youths from the group was arranged. But as the third fight was concluding, the girl discovered WhatsApp messages on the victim's phone that suggested he was cheating on her. The court was told that she was greatly upset from this, and all four girls attacked him together after the fourth fight. The girls slapped, punched and kicked him till he fell to the ground. His girlfriend also stepped on his stomach and kicked him in the ribs. When they were done beating him up, the victim could no longer stand nor see properly. The couple are no longer in a relationship. Deputy public prosecutor Jordon Li noted the accused was young, and her actions were done not out of malice, but of a ""misguided sense to right a wrong"". Yesterday, the girl pleaded guilty to two charges of voluntarily causing hurt. Two other similar charges were taken into consideration. ",https://www.asiaone.com/singapore/girl-and-her-friends-beat-boyfriend-after-finding-indecent-photos,Asia One,,,
" SINGAPORE - A paralegal was so angry that her Indonesian domestic helper gave her mother pills which had spilled onto the floor that she repeatedly struck her with a wooden scratcher, causing injuries including two fractured fingers. Ng Bee Choo, 48, admitted causing grievous hurt to Ms Weti Alimi Carmadi and was jailed for 10 months on Monday (April 29). Ms Weti, 33, started working at Ng's Circuit Road flat in October 2016 and her duties included taking care of her employer's aged, wheelchair-bound mother who has heart problems. The court heard that Ng started abusing her maid physically and verbally the following year. Deputy Public Prosecutor Houston Johannus told District Judge Chay Yuen Fatt that Ms Weti did not seek help or tell anyone about her ordeal, as she was frightened. In late January last year, Ng was waiting for Ms Weti to give her mother her daily medication at around 7.30am when she noticed that the maid had dropped a bottle of pills onto the floor, and its contents spilled out. Ms Weti then picked up the pills from the floor and fed them to the elderly woman. The DPP said: ""The accused was furious with the victim, as she perceived that the victim had fed her mother with dirtied pills, and used a wooden scratcher to strike the victim's head once. [[nid:441646]] ""The victim felt pain by the impact of the wooden scratcher hitting her head. The accused then continued to hit the victim's head repeatedly and the victim used both her hands to cover her head... As a result, both the victim's hands were also hit by the wooden scratcher."" Soon after, Ng left for work and Ms Weti continued with her chores even though she was in pain. On Jan 28 last year, a neighbour heard a woman in Ng's flat moaning in pain and suspected Ms Weti was a victim of abuse. The neighbour alerted the police but no one answered the door when officers arrived later that day. The officers returned three days later and saw that the maid was injured and had bloodshot eyes. Ms Weti was taken to Changi General Hospital where she was found with injuries including two fractured fingers on her left hand and bruises over her eyes. She was given medical leave until Feb 2 last year. Court documents did not state where she is now. On Monday, DPP Johannus told the court that Ng had given the maid $12,800 as compensation. He urged Judge Chay to sentence her to at least 10 months' jail and stressed that maids ""constitute a vulnerable class of persons that the courts endeavour to protect"". For causing grievous hurt to the maid, Ng could have been jailed for up to 15 years and fined. ",https://www.asiaone.com/singapore/paralegal-who-fractured-maids-fingers-jailed-10-months,Asia One,,,
" SINGAPORE - Four people were injured on Monday evening (April 15) after a car crashed into a metal bollard along a pavement at the Marina Bay Financial Centre (MBFC). The car's driver, a 25-year-old man, has been arrested for causing grievous hurt by negligent act. Police said they were alerted to the accident at the junction of Central Boulevard and Marina Way at 6.08pm. Three female pedestrians and a male car panhe Zaobao The Singapore Civil Defence Force (SCDF) confirmed that four people were taken to hospital and said it was alerted to the accident at the junction at 6.10pm. The severity and nature of the injuries are not known. But it is understood that at least one victim's injuries were treated as urgent. An eye-witness, a lawyer who wanted to be known only as Xin Heng, said she had just crossed a pedestrian crossing along MBFC when she heard the sound of brakes screeching behind her followed by a loud bang and a woman screaming. Ms Xin Heng, 29, who works at MBFC, turned and saw that a car had knocked over at least one metal bollard along the pavement. ""If I had taken the lift later or walked 15 seconds slower, (one of the victims) would have been me,"" said the lawyer who was shaken by the accident. Photos provided to ST show a red car on the pavement near the MBFC tower with a large crowd gathering at the site of the accident. Ms Xin Heng said that among those in the crowd, some appeared to be trying to help the accident victims. ""I hope no one's hurt. I'm quite touched that (so many people) immediately went to help."" Mr Sufyan Selamet, 25, who was a passenger in a car that drove past the accident site around 7pm, said that he saw many police and Singapore Civil Defence Force (SCDF) personnel. ""We saw a car that looked like it had crashed into a steel barricade, and there was definitely more than one ambulance"" said Mr Sufyan, who works as a user experience designer at a tech firm.  Photo: Lianhe Zaobao ",https://www.asiaone.com/singapore/driver-arrested-after-car-crashes-through-bollard-injuring-4-marina-bay-financial-centre,Asia One,,,
" Stay in the know with a recap of our top stories today. 1. 6-year-old boy rushes chick to hospital after hitting it with his bike Wide-eyed Derek C Lalchhanhima from Sairang, India was captured holding a dead chick in one hand and a 10-rupee bill in the other, in a photo that touched the hearts of netizens... » READ MORE 2. Man scammed minutes after ignoring advisory on credit-for-sex scams The man, who wanted to be known only as Mr Tan, said he was browsing through online classifieds on March 12 when he came across someone claiming to provide sexual services... » READ MORE 3. Singaporean man transitioned to woman while being single parent to 9-year-old girl  Photo: Screengrab/YouTube/The T Project To her surprise, she received the nine-year-old's blessings and support, which gave her the courage to do it... » READ MORE 4. Two men taken to hospital, one arrested after fight at Geylang coffee shop  Photo: Stomp A 51-year-old man was subsequently arrested for voluntarily causing hurt by dangerous weapon... » READ MORE",https://www.asiaone.com/world/daily-roundup-boy-rushes-chick-hospital-after-hitting-it-bike-and-other-top-stories-today,Asia One,,,
"One of the stall owners lying on the ground after the fight on Jan 1.  SINGAPORE - Two people were taken to hospital after a fight in Ang Mo Kio on Tuesday (Jan 1) over the use of business premises. The police said that they were alerted to the incident, which occurred at Block 449 Ang Mo Kio Avenue 10, at 10.50am. A 43-year-old man and a 47-year-old woman were taken to Sengkang General Hospital in a conscious state. The Straits Times understands that the fight took place over a dispute between a shop owner and a prospective tenant. Chinese evening paper Shin Min Daily News reported that about six months ago, a couple who run a dry goods store in the neighbourhood started renting out the space in front of their shop through a property agent. At the time, the couple reportedly had an agreement with the agent that they would not rent the space to vendors selling goods that were similar to theirs. However, when a new vendor opened a stall in the space on Tuesday, the couple found that she was selling such goods. As they were afraid their business would be affected, the couple told the agent to ask her to vacate the area, and she did. But according to Shin Min, the new vendor's husband later returned to the shop with a few people to look for the male owner of the dry goods shop to discuss the issue. After a while, their discussion escalated into a quarrel and a fight subsequently broke out. The police are investigating the incident. However, ST understands no arrests were made as the incident was classified as a case of voluntarily causing hurt, which is not an arrestable offence. ",https://www.asiaone.com/singapore/2-taken-hospital-after-fight-between-stall-owners-ang-mo-kio,Asia One,,,
" SINGAPORE - Two men who allegedly assaulted a woman with a penknife in Jurong West were arrested on Monday (Nov 19) after a four-hour stand-off with the police. The police were alerted to a case of assault at a bus stop near Block 501 Jurong West Street 51 at about 2.45pm that day, they said in a statement on Tuesday night. They found a woman with facial injuries and lacerations on her arms, who said that two men had attacked her with a penknife. She was taken to the hospital. The attackers had fled the scene. Officers from the Jurong Police Division identified the two men through ground inquiries and the use of police camera images. The men, both aged 30, were arrested at about 9pm on the same day with the help of Special Operations Command officers. According to Chinese-language newspaper Shin Min Daily News, police officers were spotted at Jurong West Street 42 from about 4pm. The pair had refused to open the door of their flat. The stand-off between the police and the men came to an end when a locksmith was able to help officers gain access to the unit. A knife was seized in relation to the case. If found guilty of voluntarily causing hurt with a dangerous weapon, the men may each face a jail term of up to seven years, a fine, caning, or any combination of such punishments. ",https://www.asiaone.com/singapore/2-men-nabbed-penknife-attack-woman-jurong-west-after-stand-police,Asia One,,,
